Household,Timestamp,Power Usage (kW)
Household 4,2024-11-06 21:57:02.058512,413.68
Household 4,2024-11-06 22:57:02.058512,404.98
Household 4,2024-11-06 23:57:02.058512,431.88
Household 4,2024-11-07 00:57:02.058512,373.15
Household 4,2024-11-07 01:57:02.058512,448.81
Household 4,2024-11-07 02:57:02.058512,384.29
Household 4,2024-11-07 03:57:02.058512,446.67
Household 4,2024-11-07 04:57:02.058512,402.28
Household 4,2024-11-07 05:57:02.058512,381.73
Household 4,2024-11-07 06:57:02.058512,435.87
Household 4,2024-11-07 07:57:02.058512,372.16
Household 4,2024-11-07 08:57:02.058512,365.69
Household 4,2024-11-07 09:57:02.058512,374.6
Household 4,2024-11-07 10:57:02.058512,373.8
Household 4,2024-11-07 11:57:02.058512,443.44
Household 4,2024-11-07 12:57:02.058512,416.94
Household 4,2024-11-07 13:57:02.058512,420.29
Household 4,2024-11-07 14:57:02.058512,445.21
Household 4,2024-11-07 15:57:02.058512,391.76
Household 4,2024-11-07 16:57:02.058512,384.93
Household 4,2024-11-07 17:57:02.058512,405.45
Household 4,2024-11-07 18:57:02.058512,362.77
Household 4,2024-11-07 19:57:02.058512,407.37
Household 4,2024-11-07 20:57:02.058512,446.35
Household 1,2024-11-07 21:57:02.058512,77.23
Household 1,2024-11-07 22:57:02.058512,126.89
Household 1,2024-11-07 23:57:02.058512,51.49
Household 1,2024-11-08 00:57:02.058512,54.6
Household 1,2024-11-08 01:57:02.058512,64.51
Household 1,2024-11-08 02:57:02.058512,81.46
Household 1,2024-11-08 03:57:02.058512,128.97
Household 1,2024-11-08 04:57:02.058512,94.25
Household 1,2024-11-08 05:57:02.058512,128.4
Household 1,2024-11-08 06:57:02.058512,147.9
Household 1,2024-11-08 07:57:02.058512,67.94
Household 1,2024-11-08 08:57:02.058512,146.6
Household 1,2024-11-08 09:57:02.058512,52.21
Household 1,2024-11-08 10:57:02.058512,72.53
Household 1,2024-11-08 11:57:02.058512,50.61
Household 1,2024-11-08 12:57:02.058512,94.81
Household 1,2024-11-08 13:57:02.058512,52.86
Household 1,2024-11-08 14:57:02.058512,79.27
Household 1,2024-11-08 15:57:02.058512,117.04
Household 1,2024-11-08 16:57:02.058512,85.12
Household 1,2024-11-08 17:57:02.058512,74.33
Household 1,2024-11-08 18:57:02.058512,112.43
Household 1,2024-11-08 19:57:02.058512,124.33
Household 1,2024-11-08 20:57:02.058512,65.3
Household 2,2024-11-07 21:57:02.058512,181.36
Household 2,2024-11-07 22:57:02.058512,166.36
Household 2,2024-11-07 23:57:02.058512,199.08
Household 2,2024-11-08 00:57:02.058512,165.35
Household 2,2024-11-08 01:57:02.058512,199.49
Household 2,2024-11-08 02:57:02.058512,230.74
Household 2,2024-11-08 03:57:02.058512,160.48
Household 2,2024-11-08 04:57:02.058512,170.09
Household 2,2024-11-08 05:57:02.058512,210.81
Household 2,2024-11-08 06:57:02.058512,196.84
Household 2,2024-11-08 07:57:02.058512,209.45
Household 2,2024-11-08 08:57:02.058512,245.66
Household 2,2024-11-08 09:57:02.058512,222.98
Household 2,2024-11-08 10:57:02.058512,198.76
Household 2,2024-11-08 11:57:02.058512,233.71
Household 2,2024-11-08 12:57:02.058512,193.25
Household 2,2024-11-08 13:57:02.058512,169.02
Household 2,2024-11-08 14:57:02.058512,243.97
Household 2,2024-11-08 15:57:02.058512,232.76
Household 2,2024-11-08 16:57:02.058512,225.79
Household 2,2024-11-08 17:57:02.058512,228.44
Household 2,2024-11-08 18:57:02.058512,227.5
Household 2,2024-11-08 19:57:02.058512,182.39
Household 2,2024-11-08 20:57:02.058512,189.87
Household 3,2024-11-07 21:57:02.058512,336.55
Household 3,2024-11-07 22:57:02.058512,251.59
Household 3,2024-11-07 23:57:02.058512,334.12
Household 3,2024-11-08 00:57:02.058512,328.92
Household 3,2024-11-08 01:57:02.058512,330.33
Household 3,2024-11-08 02:57:02.058512,263.69
Household 3,2024-11-08 03:57:02.058512,317.73
Household 3,2024-11-08 04:57:02.058512,263.53
Household 3,2024-11-08 05:57:02.058512,307.4
Household 3,2024-11-08 06:57:02.058512,295.5
Household 3,2024-11-08 07:57:02.058512,291.08
Household 3,2024-11-08 08:57:02.058512,259.82
Household 3,2024-11-08 09:57:02.058512,333.29
Household 3,2024-11-08 10:57:02.058512,334.67
Household 3,2024-11-08 11:57:02.058512,269.77
Household 3,2024-11-08 12:57:02.058512,346.83
Household 3,2024-11-08 13:57:02.058512,336.24
Household 3,2024-11-08 14:57:02.058512,278.4
Household 3,2024-11-08 15:57:02.058512,323.0
Household 3,2024-11-08 16:57:02.058512,333.95
Household 3,2024-11-08 17:57:02.058512,296.06
Household 3,2024-11-08 18:57:02.058512,291.93
Household 3,2024-11-08 19:57:02.058512,275.23
Household 3,2024-11-08 20:57:02.058512,285.07
Household 4,2024-11-07 21:57:02.058512,444.37
Household 4,2024-11-07 22:57:02.058512,394.38
Household 4,2024-11-07 23:57:02.058512,382.88
Household 4,2024-11-08 00:57:02.058512,407.47
Household 4,2024-11-08 01:57:02.058512,381.03
Household 4,2024-11-08 02:57:02.058512,366.44
Household 4,2024-11-08 03:57:02.058512,440.59
Household 4,2024-11-08 04:57:02.058512,368.7
Household 4,2024-11-08 05:57:02.058512,367.97
Household 4,2024-11-08 06:57:02.058512,386.17
Household 4,2024-11-08 07:57:02.058512,437.08
Household 4,2024-11-08 08:57:02.058512,444.41
Household 4,2024-11-08 09:57:02.058512,399.1
Household 4,2024-11-08 10:57:02.058512,439.16
Household 4,2024-11-08 11:57:02.058512,436.73
Household 4,2024-11-08 12:57:02.058512,415.5
Household 4,2024-11-08 13:57:02.058512,359.3
Household 4,2024-11-08 14:57:02.058512,382.56
Household 4,2024-11-08 15:57:02.058512,445.13
Household 4,2024-11-08 16:57:02.058512,371.16
Household 4,2024-11-08 17:57:02.058512,433.55
Household 4,2024-11-08 18:57:02.058512,409.14
Household 4,2024-11-08 19:57:02.058512,376.03
Household 4,2024-11-08 20:57:02.058512,374.2
Household 1,2024-11-08 21:57:02.058512,109.42
Household 1,2024-11-08 22:57:02.058512,109.85
Household 1,2024-11-08 23:57:02.058512,131.92
Household 1,2024-11-09 00:57:02.058512,125.14
Household 1,2024-11-09 01:57:02.058512,71.94
Household 1,2024-11-09 02:57:02.058512,94.2
Household 1,2024-11-09 03:57:02.058512,87.86
Household 1,2024-11-09 04:57:02.058512,56.87
Household 1,2024-11-09 05:57:02.058512,78.15
Household 1,2024-11-09 06:57:02.058512,92.9
Household 1,2024-11-09 07:57:02.058512,119.68
Household 1,2024-11-09 08:57:02.058512,89.48
Household 1,2024-11-09 09:57:02.058512,63.29
Household 1,2024-11-09 10:57:02.058512,147.21
Household 1,2024-11-09 11:57:02.058512,101.33
Household 1,2024-11-09 12:57:02.058512,126.68
Household 1,2024-11-09 13:57:02.058512,132.58
Household 1,2024-11-09 14:57:02.058512,133.0
Household 1,2024-11-09 15:57:02.058512,136.75
Household 1,2024-11-09 16:57:02.058512,106.37
Household 1,2024-11-09 17:57:02.058512,107.88
Household 1,2024-11-09 18:57:02.058512,115.2
Household 1,2024-11-09 19:57:02.058512,62.06
Household 1,2024-11-09 20:57:02.058512,90.14
Household 2,2024-11-08 21:57:02.058512,198.57
Household 2,2024-11-08 22:57:02.058512,214.06
Household 2,2024-11-08 23:57:02.058512,170.81
Household 2,2024-11-09 00:57:02.058512,158.77
Household 2,2024-11-09 01:57:02.058512,232.38
Household 2,2024-11-09 02:57:02.058512,212.05
Household 2,2024-11-09 03:57:02.058512,165.6
Household 2,2024-11-09 04:57:02.058512,184.64
Household 2,2024-11-09 05:57:02.058512,221.85
Household 2,2024-11-09 06:57:02.058512,200.31
Household 2,2024-11-09 07:57:02.058512,175.14
Household 2,2024-11-09 08:57:02.058512,158.81
Household 2,2024-11-09 09:57:02.058512,244.37
Household 2,2024-11-09 10:57:02.058512,154.79
Household 2,2024-11-09 11:57:02.058512,218.37
Household 2,2024-11-09 12:57:02.058512,215.73
Household 2,2024-11-09 13:57:02.058512,231.52
Household 2,2024-11-09 14:57:02.058512,249.15
Household 2,2024-11-09 15:57:02.058512,195.76
Household 2,2024-11-09 16:57:02.058512,227.53
Household 2,2024-11-09 17:57:02.058512,152.58
Household 2,2024-11-09 18:57:02.058512,221.44
Household 2,2024-11-09 19:57:02.058512,229.8
Household 2,2024-11-09 20:57:02.058512,152.28
Household 3,2024-11-08 21:57:02.058512,327.27
Household 3,2024-11-08 22:57:02.058512,283.78
Household 3,2024-11-08 23:57:02.058512,289.65
Household 3,2024-11-09 00:57:02.058512,285.24
Household 3,2024-11-09 01:57:02.058512,347.64
Household 3,2024-11-09 02:57:02.058512,337.03
Household 3,2024-11-09 03:57:02.058512,311.84
Household 3,2024-11-09 04:57:02.058512,332.81
Household 3,2024-11-09 05:57:02.058512,314.31
Household 3,2024-11-09 06:57:02.058512,307.03
Household 3,2024-11-09 07:57:02.058512,323.08
Household 3,2024-11-09 08:57:02.058512,339.86
Household 3,2024-11-09 09:57:02.058512,252.0
Household 3,2024-11-09 10:57:02.058512,334.86
Household 3,2024-11-09 11:57:02.058512,300.7
Household 3,2024-11-09 12:57:02.058512,345.53
Household 3,2024-11-09 13:57:02.058512,306.72
Household 3,2024-11-09 14:57:02.058512,328.43
Household 3,2024-11-09 15:57:02.058512,259.9
Household 3,2024-11-09 16:57:02.058512,295.59
Household 3,2024-11-09 17:57:02.058512,257.47
Household 3,2024-11-09 18:57:02.058512,348.2
Household 3,2024-11-09 19:57:02.058512,302.6
Household 3,2024-11-09 20:57:02.058512,289.78
Household 4,2024-11-08 21:57:02.058512,423.57
Household 4,2024-11-08 22:57:02.058512,362.0
Household 4,2024-11-08 23:57:02.058512,380.33
Household 4,2024-11-09 00:57:02.058512,446.27
Household 4,2024-11-09 01:57:02.058512,385.89
Household 4,2024-11-09 02:57:02.058512,366.0
Household 4,2024-11-09 03:57:02.058512,420.3
Household 4,2024-11-09 04:57:02.058512,363.67
Household 4,2024-11-09 05:57:02.058512,364.97
Household 4,2024-11-09 06:57:02.058512,374.49
Household 4,2024-11-09 07:57:02.058512,366.5
Household 4,2024-11-09 08:57:02.058512,392.47
Household 4,2024-11-09 09:57:02.058512,390.8
Household 4,2024-11-09 10:57:02.058512,411.99
Household 4,2024-11-09 11:57:02.058512,399.13
Household 4,2024-11-09 12:57:02.058512,426.55
Household 4,2024-11-09 13:57:02.058512,436.3
Household 4,2024-11-09 14:57:02.058512,375.1
Household 4,2024-11-09 15:57:02.058512,361.81
Household 4,2024-11-09 16:57:02.058512,350.84
Household 4,2024-11-09 17:57:02.058512,394.77
Household 4,2024-11-09 18:57:02.058512,439.9
Household 4,2024-11-09 19:57:02.058512,412.08
Household 4,2024-11-09 20:57:02.058512,389.01
Household 1,2024-11-09 21:57:02.058512,105.66
Household 1,2024-11-09 22:57:02.058512,123.94
Household 1,2024-11-09 23:57:02.058512,89.98
Household 1,2024-11-10 00:57:02.058512,54.18
Household 1,2024-11-10 01:57:02.058512,87.22
Household 1,2024-11-10 02:57:02.058512,129.25
Household 1,2024-11-10 03:57:02.058512,131.18
Household 1,2024-11-10 04:57:02.058512,138.31
Household 1,2024-11-10 05:57:02.058512,64.32
Household 1,2024-11-10 06:57:02.058512,104.49
Household 1,2024-11-10 07:57:02.058512,55.24
Household 1,2024-11-10 08:57:02.058512,105.89
Household 1,2024-11-10 09:57:02.058512,77.05
Household 1,2024-11-10 10:57:02.058512,88.22
Household 1,2024-11-10 11:57:02.058512,90.38
Household 1,2024-11-10 12:57:02.058512,138.31
Household 1,2024-11-10 13:57:02.058512,66.75
Household 1,2024-11-10 14:57:02.058512,96.87
Household 1,2024-11-10 15:57:02.058512,145.07
Household 1,2024-11-10 16:57:02.058512,58.97
Household 1,2024-11-10 17:57:02.058512,146.68
Household 1,2024-11-10 18:57:02.058512,125.35
Household 1,2024-11-10 19:57:02.058512,148.34
Household 1,2024-11-10 20:57:02.058512,117.91
Household 2,2024-11-09 21:57:02.058512,236.23
Household 2,2024-11-09 22:57:02.058512,168.81
Household 2,2024-11-09 23:57:02.058512,227.76
Household 2,2024-11-10 00:57:02.058512,204.11
Household 2,2024-11-10 01:57:02.058512,152.12
Household 2,2024-11-10 02:57:02.058512,204.2
Household 2,2024-11-10 03:57:02.058512,248.88
Household 2,2024-11-10 04:57:02.058512,183.65
Household 2,2024-11-10 05:57:02.058512,207.76
Household 2,2024-11-10 06:57:02.058512,243.37
Household 2,2024-11-10 07:57:02.058512,173.6
Household 2,2024-11-10 08:57:02.058512,197.49
Household 2,2024-11-10 09:57:02.058512,191.41
Household 2,2024-11-10 10:57:02.058512,211.18
Household 2,2024-11-10 11:57:02.058512,152.29
Household 2,2024-11-10 12:57:02.058512,186.59
Household 2,2024-11-10 13:57:02.058512,202.43
Household 2,2024-11-10 14:57:02.058512,184.14
Household 2,2024-11-10 15:57:02.058512,202.77
Household 2,2024-11-10 16:57:02.058512,238.97
Household 2,2024-11-10 17:57:02.058512,169.46
Household 2,2024-11-10 18:57:02.058512,192.96
Household 2,2024-11-10 19:57:02.058512,206.84
Household 2,2024-11-10 20:57:02.058512,192.89
Household 3,2024-11-09 21:57:02.058512,319.53
Household 3,2024-11-09 22:57:02.058512,271.69
Household 3,2024-11-09 23:57:02.058512,265.89
Household 3,2024-11-10 00:57:02.058512,287.68
Household 3,2024-11-10 01:57:02.058512,299.3
Household 3,2024-11-10 02:57:02.058512,308.95
Household 3,2024-11-10 03:57:02.058512,328.93
Household 3,2024-11-10 04:57:02.058512,300.52
Household 3,2024-11-10 05:57:02.058512,319.1
Household 3,2024-11-10 06:57:02.058512,317.8
Household 3,2024-11-10 07:57:02.058512,349.9
Household 3,2024-11-10 08:57:02.058512,343.0
Household 3,2024-11-10 09:57:02.058512,274.34
Household 3,2024-11-10 10:57:02.058512,310.4
Household 3,2024-11-10 11:57:02.058512,262.28
Household 3,2024-11-10 12:57:02.058512,252.39
Household 3,2024-11-10 13:57:02.058512,313.72
Household 3,2024-11-10 14:57:02.058512,272.65
Household 3,2024-11-10 15:57:02.058512,336.44
Household 3,2024-11-10 16:57:02.058512,265.0
Household 3,2024-11-10 17:57:02.058512,278.18
Household 3,2024-11-10 18:57:02.058512,273.72
Household 3,2024-11-10 19:57:02.058512,304.51
Household 3,2024-11-10 20:57:02.058512,299.51
Household 4,2024-11-09 21:57:02.058512,387.03
Household 4,2024-11-09 22:57:02.058512,395.93
Household 4,2024-11-09 23:57:02.058512,418.69
Household 4,2024-11-10 00:57:02.058512,355.03
Household 4,2024-11-10 01:57:02.058512,438.35
Household 4,2024-11-10 02:57:02.058512,353.21
Household 4,2024-11-10 03:57:02.058512,371.8
Household 4,2024-11-10 04:57:02.058512,387.54
Household 4,2024-11-10 05:57:02.058512,365.81
Household 4,2024-11-10 06:57:02.058512,370.86
Household 4,2024-11-10 07:57:02.058512,388.51
Household 4,2024-11-10 08:57:02.058512,391.66
Household 4,2024-11-10 09:57:02.058512,433.37
Household 4,2024-11-10 10:57:02.058512,424.03
Household 4,2024-11-10 11:57:02.058512,432.65
Household 4,2024-11-10 12:57:02.058512,353.46
Household 4,2024-11-10 13:57:02.058512,402.59
Household 4,2024-11-10 14:57:02.058512,384.0
Household 4,2024-11-10 15:57:02.058512,382.28
Household 4,2024-11-10 16:57:02.058512,360.17
Household 4,2024-11-10 17:57:02.058512,407.74
Household 4,2024-11-10 18:57:02.058512,375.73
Household 4,2024-11-10 19:57:02.058512,426.58
Household 4,2024-11-10 20:57:02.058512,372.27
Household 1,2024-11-10 21:57:02.058512,51.71
Household 1,2024-11-10 22:57:02.058512,111.43
Household 1,2024-11-10 23:57:02.058512,115.98
Household 1,2024-11-11 00:57:02.058512,59.45
Household 1,2024-11-11 01:57:02.058512,119.32
Household 1,2024-11-11 02:57:02.058512,122.24
Household 1,2024-11-11 03:57:02.058512,107.46
Household 1,2024-11-11 04:57:02.058512,67.81
Household 1,2024-11-11 05:57:02.058512,146.35
Household 1,2024-11-11 06:57:02.058512,65.77
Household 1,2024-11-11 07:57:02.058512,79.3
Household 1,2024-11-11 08:57:02.058512,82.36
Household 1,2024-11-11 09:57:02.058512,128.15
Household 1,2024-11-11 10:57:02.058512,121.3
Household 1,2024-11-11 11:57:02.058512,96.59
Household 1,2024-11-11 12:57:02.058512,125.62
Household 1,2024-11-11 13:57:02.058512,85.4
Household 1,2024-11-11 14:57:02.058512,134.97
Household 1,2024-11-11 15:57:02.058512,73.71
Household 1,2024-11-11 16:57:02.058512,76.24
Household 1,2024-11-11 17:57:02.058512,127.07
Household 1,2024-11-11 18:57:02.058512,55.07
Household 1,2024-11-11 19:57:02.058512,106.44
Household 1,2024-11-11 20:57:02.058512,106.8
Household 2,2024-11-10 21:57:02.058512,236.87
Household 2,2024-11-10 22:57:02.058512,162.23
Household 2,2024-11-10 23:57:02.058512,188.75
Household 2,2024-11-11 00:57:02.058512,207.37
Household 2,2024-11-11 01:57:02.058512,187.57
Household 2,2024-11-11 02:57:02.058512,192.95
Household 2,2024-11-11 03:57:02.058512,216.49
Household 2,2024-11-11 04:57:02.058512,187.25
Household 2,2024-11-11 05:57:02.058512,163.77
Household 2,2024-11-11 06:57:02.058512,163.56
Household 2,2024-11-11 07:57:02.058512,230.87
Household 2,2024-11-11 08:57:02.058512,184.27
Household 2,2024-11-11 09:57:02.058512,218.31
Household 2,2024-11-11 10:57:02.058512,179.42
Household 2,2024-11-11 11:57:02.058512,159.79
Household 2,2024-11-11 12:57:02.058512,221.04
Household 2,2024-11-11 13:57:02.058512,225.28
Household 2,2024-11-11 14:57:02.058512,234.76
Household 2,2024-11-11 15:57:02.058512,225.97
Household 2,2024-11-11 16:57:02.058512,223.83
Household 2,2024-11-11 17:57:02.058512,187.04
Household 2,2024-11-11 18:57:02.058512,230.56
Household 2,2024-11-11 19:57:02.058512,201.96
Household 2,2024-11-11 20:57:02.058512,153.99
Household 3,2024-11-10 21:57:02.058512,270.06
Household 3,2024-11-10 22:57:02.058512,299.63
Household 3,2024-11-10 23:57:02.058512,312.87
Household 3,2024-11-11 00:57:02.058512,306.57
Household 3,2024-11-11 01:57:02.058512,319.34
Household 3,2024-11-11 02:57:02.058512,252.02
Household 3,2024-11-11 03:57:02.058512,253.66
Household 3,2024-11-11 04:57:02.058512,315.32
Household 3,2024-11-11 05:57:02.058512,306.61
Household 3,2024-11-11 06:57:02.058512,264.69
Household 3,2024-11-11 07:57:02.058512,279.73
Household 3,2024-11-11 08:57:02.058512,326.31
Household 3,2024-11-11 09:57:02.058512,298.56
Household 3,2024-11-11 10:57:02.058512,255.02
Household 3,2024-11-11 11:57:02.058512,300.88
Household 3,2024-11-11 12:57:02.058512,253.38
Household 3,2024-11-11 13:57:02.058512,326.68
Household 3,2024-11-11 14:57:02.058512,300.13
Household 3,2024-11-11 15:57:02.058512,273.81
Household 3,2024-11-11 16:57:02.058512,313.42
Household 3,2024-11-11 17:57:02.058512,261.29
Household 3,2024-11-11 18:57:02.058512,251.98
Household 3,2024-11-11 19:57:02.058512,309.44
Household 3,2024-11-11 20:57:02.058512,333.21
Household 4,2024-11-10 21:57:02.058512,419.48
Household 4,2024-11-10 22:57:02.058512,400.84
Household 4,2024-11-10 23:57:02.058512,375.16
Household 4,2024-11-11 00:57:02.058512,431.81
Household 4,2024-11-11 01:57:02.058512,353.77
Household 4,2024-11-11 02:57:02.058512,438.42
Household 4,2024-11-11 03:57:02.058512,418.61
Household 4,2024-11-11 04:57:02.058512,416.78
Household 4,2024-11-11 05:57:02.058512,427.38
Household 4,2024-11-11 06:57:02.058512,423.01
Household 4,2024-11-11 07:57:02.058512,373.53
Household 4,2024-11-11 08:57:02.058512,415.67
Household 4,2024-11-11 09:57:02.058512,442.83
Household 4,2024-11-11 10:57:02.058512,419.02
Household 4,2024-11-11 11:57:02.058512,427.73
Household 4,2024-11-11 12:57:02.058512,444.43
Household 4,2024-11-11 13:57:02.058512,403.97
Household 4,2024-11-11 14:57:02.058512,366.99
Household 4,2024-11-11 15:57:02.058512,357.26
Household 4,2024-11-11 16:57:02.058512,387.87
Household 4,2024-11-11 17:57:02.058512,356.38
Household 4,2024-11-11 18:57:02.058512,356.27
Household 4,2024-11-11 19:57:02.058512,406.73
Household 4,2024-11-11 20:57:02.058512,428.07
Household 1,2024-11-11 21:57:02.058512,55.86
Household 1,2024-11-11 22:57:02.058512,112.41
Household 1,2024-11-11 23:57:02.058512,111.5
Household 1,2024-11-12 00:57:02.058512,122.26
Household 1,2024-11-12 01:57:02.058512,89.61
Household 1,2024-11-12 02:57:02.058512,79.13
Household 1,2024-11-12 03:57:02.058512,93.31
Household 1,2024-11-12 04:57:02.058512,124.8
Household 1,2024-11-12 05:57:02.058512,111.33
Household 1,2024-11-12 06:57:02.058512,85.25
Household 1,2024-11-12 07:57:02.058512,137.77
Household 1,2024-11-12 08:57:02.058512,125.79
Household 1,2024-11-12 09:57:02.058512,110.87
Household 1,2024-11-12 10:57:02.058512,101.48
Household 1,2024-11-12 11:57:02.058512,106.57
Household 1,2024-11-12 12:57:02.058512,139.63
Household 1,2024-11-12 13:57:02.058512,138.56
Household 1,2024-11-12 14:57:02.058512,98.11
Household 1,2024-11-12 15:57:02.058512,121.45
Household 1,2024-11-12 16:57:02.058512,63.1
Household 1,2024-11-12 17:57:02.058512,137.23
Household 1,2024-11-12 18:57:02.058512,149.95
Household 1,2024-11-12 19:57:02.058512,120.78
Household 1,2024-11-12 20:57:02.058512,115.91
Household 2,2024-11-11 21:57:02.058512,151.39
Household 2,2024-11-11 22:57:02.058512,227.74
Household 2,2024-11-11 23:57:02.058512,171.67
Household 2,2024-11-12 00:57:02.058512,193.65
Household 2,2024-11-12 01:57:02.058512,240.33
Household 2,2024-11-12 02:57:02.058512,203.96
Household 2,2024-11-12 03:57:02.058512,198.3
Household 2,2024-11-12 04:57:02.058512,220.96
Household 2,2024-11-12 05:57:02.058512,240.72
Household 2,2024-11-12 06:57:02.058512,240.45
Household 2,2024-11-12 07:57:02.058512,206.05
Household 2,2024-11-12 08:57:02.058512,222.62
Household 2,2024-11-12 09:57:02.058512,178.86
Household 2,2024-11-12 10:57:02.058512,237.52
Household 2,2024-11-12 11:57:02.058512,246.55
Household 2,2024-11-12 12:57:02.058512,154.69
Household 2,2024-11-12 13:57:02.058512,172.04
Household 2,2024-11-12 14:57:02.058512,247.17
Household 2,2024-11-12 15:57:02.058512,150.39
Household 2,2024-11-12 16:57:02.058512,233.1
Household 2,2024-11-12 17:57:02.058512,165.78
Household 2,2024-11-12 18:57:02.058512,165.43
Household 2,2024-11-12 19:57:02.058512,186.63
Household 2,2024-11-12 20:57:02.058512,224.48
Household 3,2024-11-11 21:57:02.058512,322.71
Household 3,2024-11-11 22:57:02.058512,276.21
Household 3,2024-11-11 23:57:02.058512,253.13
Household 3,2024-11-12 00:57:02.058512,279.14
Household 3,2024-11-12 01:57:02.058512,297.48
Household 3,2024-11-12 02:57:02.058512,318.91
Household 3,2024-11-12 03:57:02.058512,286.71
Household 3,2024-11-12 04:57:02.058512,283.57
Household 3,2024-11-12 05:57:02.058512,293.18
Household 3,2024-11-12 06:57:02.058512,314.4
Household 3,2024-11-12 07:57:02.058512,329.82
Household 3,2024-11-12 08:57:02.058512,335.72
Household 3,2024-11-12 09:57:02.058512,343.8
Household 3,2024-11-12 10:57:02.058512,293.12
Household 3,2024-11-12 11:57:02.058512,283.5
Household 3,2024-11-12 12:57:02.058512,252.34
Household 3,2024-11-12 13:57:02.058512,284.07
Household 3,2024-11-12 14:57:02.058512,333.05
Household 3,2024-11-12 15:57:02.058512,262.22
Household 3,2024-11-12 16:57:02.058512,295.69
Household 3,2024-11-12 17:57:02.058512,279.96
Household 3,2024-11-12 18:57:02.058512,289.41
Household 3,2024-11-12 19:57:02.058512,261.18
Household 3,2024-11-12 20:57:02.058512,297.8
Household 4,2024-11-11 21:57:02.058512,416.02
Household 4,2024-11-11 22:57:02.058512,406.78
Household 4,2024-11-11 23:57:02.058512,447.6
Household 4,2024-11-12 00:57:02.058512,367.2
Household 4,2024-11-12 01:57:02.058512,421.47
Household 4,2024-11-12 02:57:02.058512,393.64
Household 4,2024-11-12 03:57:02.058512,422.38
Household 4,2024-11-12 04:57:02.058512,381.17
Household 4,2024-11-12 05:57:02.058512,390.5
Household 4,2024-11-12 06:57:02.058512,410.91
Household 4,2024-11-12 07:57:02.058512,367.72
Household 4,2024-11-12 08:57:02.058512,388.33
Household 4,2024-11-12 09:57:02.058512,367.21
Household 4,2024-11-12 10:57:02.058512,414.12
Household 4,2024-11-12 11:57:02.058512,370.73
Household 4,2024-11-12 12:57:02.058512,381.12
Household 4,2024-11-12 13:57:02.058512,403.84
Household 4,2024-11-12 14:57:02.058512,382.41
Household 4,2024-11-12 15:57:02.058512,389.67
Household 4,2024-11-12 16:57:02.058512,411.33
Household 4,2024-11-12 17:57:02.058512,382.87
Household 4,2024-11-12 18:57:02.058512,401.41
Household 4,2024-11-12 19:57:02.058512,394.57
Household 4,2024-11-12 20:57:02.058512,358.26
Household 1,2024-11-12 21:57:02.058512,108.84
Household 1,2024-11-12 22:57:02.058512,135.74
Household 1,2024-11-12 23:57:02.058512,63.69
Household 1,2024-11-13 00:57:02.058512,121.14
Household 1,2024-11-13 01:57:02.058512,81.08
Household 1,2024-11-13 02:57:02.058512,115.04
Household 1,2024-11-13 03:57:02.058512,89.91
Household 1,2024-11-13 04:57:02.058512,97.81
Household 1,2024-11-13 05:57:02.058512,63.83
Household 1,2024-11-13 06:57:02.058512,146.96
Household 1,2024-11-13 07:57:02.058512,60.65
Household 1,2024-11-13 08:57:02.058512,97.8
Household 1,2024-11-13 09:57:02.058512,94.65
Household 1,2024-11-13 10:57:02.058512,52.22
Household 1,2024-11-13 11:57:02.058512,90.4
Household 1,2024-11-13 12:57:02.058512,135.52
Household 1,2024-11-13 13:57:02.058512,131.68
Household 1,2024-11-13 14:57:02.058512,113.56
Household 1,2024-11-13 15:57:02.058512,106.82
Household 1,2024-11-13 16:57:02.058512,50.23
Household 1,2024-11-13 17:57:02.058512,104.86
Household 1,2024-11-13 18:57:02.058512,102.43
Household 1,2024-11-13 19:57:02.058512,52.69
Household 1,2024-11-13 20:57:02.058512,85.43
Household 2,2024-11-12 21:57:02.058512,235.52
Household 2,2024-11-12 22:57:02.058512,238.73
Household 2,2024-11-12 23:57:02.058512,212.06
Household 2,2024-11-13 00:57:02.058512,233.3
Household 2,2024-11-13 01:57:02.058512,175.67
Household 2,2024-11-13 02:57:02.058512,248.51
Household 2,2024-11-13 03:57:02.058512,156.82
Household 2,2024-11-13 04:57:02.058512,174.26
Household 2,2024-11-13 05:57:02.058512,165.49
Household 2,2024-11-13 06:57:02.058512,237.84
Household 2,2024-11-13 07:57:02.058512,211.96
Household 2,2024-11-13 08:57:02.058512,173.02
Household 2,2024-11-13 09:57:02.058512,188.07
Household 2,2024-11-13 10:57:02.058512,188.25
Household 2,2024-11-13 11:57:02.058512,218.45
Household 2,2024-11-13 12:57:02.058512,169.96
Household 2,2024-11-13 13:57:02.058512,171.33
Household 2,2024-11-13 14:57:02.058512,219.05
Household 2,2024-11-13 15:57:02.058512,219.93
Household 2,2024-11-13 16:57:02.058512,210.77
Household 2,2024-11-13 17:57:02.058512,229.48
Household 2,2024-11-13 18:57:02.058512,208.83
Household 2,2024-11-13 19:57:02.058512,230.09
Household 2,2024-11-13 20:57:02.058512,237.19
Household 3,2024-11-12 21:57:02.058512,306.14
Household 3,2024-11-12 22:57:02.058512,347.94
Household 3,2024-11-12 23:57:02.058512,331.71
Household 3,2024-11-13 00:57:02.058512,265.29
Household 3,2024-11-13 01:57:02.058512,300.14
Household 3,2024-11-13 02:57:02.058512,339.33
Household 3,2024-11-13 03:57:02.058512,295.76
